JDayMod,124Langes,1427Bath,241VKLake,398Snow,526Stumpy,554Columbia,683Boston,970Fitzwater
2805,10,-153,9,-17,-103,7,-55,-183
2806,11,-146,8,-20,-102,5,-55,-186
2807,11,-149,9,-20,-103,5,-57,-185
2808,10,-150,9,-19,-103,5,-59,-183
2809,10,-151,9,-19,-103,5,-62,-183
2810,9,-153,9,-20,-103,5,-64,-184
2811,9,-154,9,-18,-103,7,-66,-184
2812,10,-154,10,-17,-103,7,-68,-184
2813,10,-155,10,-16,-103,7,-70,-185
2814,9,-154,10,-17,-103,7,-74,-184
2815,8,-154,10,-17,-103,7,-75,-185
2816,9,-155,9,-17,-103,6,-77,-186
2817,8,-155,9,-18,-103,6,-78,-186
2818,7,-155,8,-20,-103,7,-78,-187
2819,8,-155,8,-20,-103,6,-84,-187
2820,8,-154,8,-20,-103,6,-86,-189
2821,8,-153,8,-20,-103,5,-86,-188
2822,9,-152,8,-20,-102,5,-86,-188
2823,9,-151,8,-20,-103,4,-81,-188
2824,6,-151,8,-20,-103,5,-81,-188
2825,17,-151,8,-20,-103,6,-81,-188
2826,13,-152,8,-20,-103,6,-81,-188
2827,13,-151,8,-20,-103,6,-82,-188
2828,15,-151,8,-20,-100,7,-82,-188
2829,17,-151,8,-22,-103,5,-82,-188
2830,15,-151,9,-21,-102,5,-83,-188
2831,17,-153,8,-22,-103,5,-84,-187
2832,10,-154,8,-21,-103,5,-84,-188
2833,8,-154,8,-21,-103,6,-84,-188
2834,8,-154,9,-19,-103,7,-84,-188
2835,8,-154,10,-20,-102,8,-83,-187
2836,8,-152,10,-20,-103,8,-84,-188
2837,8,-151,10,-17,-102,7,-84,-188
2838,9,-151,8,-20,-102,7,-83,-188
2839,8,-146,10,1,-102,11,-81,-188
2840,12,-139,9,-18,-44,6,-63,-189
2841,9,-142,8,-18,-46,6,-61,-188
2842,7,-142,9,-18,-35,6,-57,-189
2843,7,-144,8,-18,-37,6,-57,-188
2844,9,-145,8,-19,-41,5,-58,-188
2845,7,-147,9,-17,-43,6,-58,-187
2846,7,-147,8,-19,-49,5,-64,-188
2847,8,-149,8,-20,-59,4,-69,-186
2848,8,-151,8,-19,-64,4,-70,-185
2849,10,-152,8,-19,-68,5,-71,-185
2850,13,-152,9,-17,-70,12,-75,-185
2851,11,-151,8,-18,-76,9,-78,-186
2852,12,-152,9,-17,-79,12,-80,-185
2853,15,-152,10,-17,-79,14,-80,-185
2854,12,-148,11,0,-68,14,-76,-185
2855,11,-148,9,-18,-58,8,-79,-185
2856,11,-149,8,-19,-59,7,-84,-186
2857,11,-150,8,-19,-62,8,-86,-186
2858,10,-152,10,-16,-61,13,-86,-186
2859,10,-150,8,-18,-48,4,-86,-186
2860,10,-150,9,-18,-47,2,-80,-186
2861,10,-149,8,-18,-32,2,-80,-186
2862,10,-150,8,-18,-41,0,-80,-185
2863,12,-148,9,-19,-28,1,-78,-185
2864,10,-143,10,-18,-27,3,-60,-186
2865,10,-138,9,-18,-28,0,-47,-186
2866,16,-138,9,-18,-26,2,-45,-186
2867,15,-132,10,2,-18,6,-17,-186
2868,14,-126,8,-18,-25,0,-20,-186
2869,14,-127,8,-19,-27,0,-23,-185
2870,13,-128,8,-19,-28,0,-24,-185
2871,12,-130,7,-19,-30,1,-28,-186
2872,13,-130,7,-20,-36,7,-34,-186
2873,13,-132,7,-19,-36,-1,-32,-186
2874,12,-133,7,-19,-35,-1,-35,-186
2875,12,-135,8,-18,-27,0,-30,-186
2876,12,-137,7,-18,-28,1,-30,-186
2877,10,-138,8,-17,-21,3,-22,-186
2878,11,-140,8,-18,-27,2,-28,-186
2879,10,-140,8,-18,-27,2,-25,-186
2880,10,-74,10,3,-21,5,5,-159
2881,10,-79,8,-16,-28,0,3,-4
2882,11,-86,8,-16,-29,0,3,-7
2883,10,-95,8,1,-30,4,2,-10
2884,10,-94,8,-16,-29,0,2,-10
2885,10,-94,8,-16,-30,-1,2,-11
2886,9,-92,8,0,-31,1,1,-14
2887,9,-93,8,1,-33,2,1,-12
2888,9,-90,8,-16,-34,-1,0,-35
2889,9,-90,8,0,-35,-1,0,-37
2890,8,-92,9,1,-36,-3,-1,-40
2891,9,-96,8,1,-37,2,-1,-42
2892,8,-94,9,2,-30,1,0,-45
2893,8,-94,9,1,-31,0,-2,-48
2894,8,-97,9,0,-33,2,-2,-53
2895,9,-101,9,1,-35,2,-2,-57
2896,11,-108,10,2,-35,-1,-3,-60
2897,14,-108,8,0,-30,1,0,-65
2898,10,-105,8,-16,-31,1,-2,-66
2899,10,-108,8,-16,-33,1,-3,-69
2900,16,-115,7,-17,-38,8,-4,-71
2901,13,-118,8,-16,-43,4,-4,-76
2902,13,-120,8,0,-41,3,-4,-79
2903,11,-119,8,1,-35,1,-5,-79
2904,10,-122,7,-17,-34,6,-6,-84
2905,9,-124,8,0,-33,7,-6,-82
2906,9,-124,7,0,-35,5,-6,-95
2907,8,-125,7,0,-39,8,-6,-94
2908,8,-124,8,-16,-34,9,-6,-99
2909,8,-124,8,0,-34,5,-5,-98
2910,8,-125,8,2,-22,1,-2,-98
2911,7,-127,8,1,-26,6,1,-93
2912,7,-124,8,-18,-31,5,-1,-88
2913,7,-123,8,-17,-27,3,-1,-84
2914,6,-122,10,2,-24,8,0,-84
2915,6,-116,9,-16,-26,4,2,-72
2916,7,-109,9,-16,-24,3,3,-56
2917,11,-107,7,-21,-34,6,2,-61
2918,8,-110,7,-21,-44,6,2,-64
2919,9,-113,6,-22,-54,5,2,-68
2920,16,-113,6,-19,-60,5,2,-67
2921,15,-115,5,-18,-62,6,2,-70
2922,13,-117,5,1,-66,5,2,-77
2923,12,-119,4,0,-64,6,1,-80
2924,13,-121,4,-17,-66,6,1,-83
2925,11,-123,3,-19,-70,6,1,-80
2926,11,-125,4,-18,-72,7,1,-78
2927,11,-127,3,-21,-77,6,1,-85
2928,13,-128,3,-21,-80,6,1,-90
2929,12,-130,2,-21,-83,6,1,-92
2930,15,-125,4,-18,-84,8,1,-84
2931,17,-127,9,-17,-79,8,-4,-82
2932,17,-126,8,0,-79,7,-4,-92
2933,14,-126,9,-17,-73,7,-2,-85
2934,14,-124,11,2,-50,8,10,-54
2935,14,-110,10,-16,-40,6,13,-31
2936,16,-104,8,-18,-32,4,13,-32
2937,14,-104,6,-19,-28,3,12,-32
2938,12,-104,6,-18,-28,5,13,-32
2939,11,-103,5,-20,-26,2,12,-36
2940,13,-103,5,-20,-21,2,12,-38
2941,12,-103,5,-20,-21,4,12,-39
2942,10,-102,6,-21,-24,8,9,-40
2943,11,-104,7,-20,-17,8,10,-42
2944,12,-106,7,-17,-17,0,13,-33
2945,10,-103,8,-17,-18,5,14,-6
2946,10,-97,6,-18,-21,-2,15,4
2947,10,-96,5,-20,-22,5,13,-14
2948,9,-96,4,-21,-27,1,12,-18
2949,13,-95,5,-19,-24,7,13,-16
2950,13,-95,6,-18,-24,3,14,-5
2951,15,-95,5,-20,-30,6,12,-17
2952,12,-95,5,-21,-28,4,12,-22
2953,15,-96,4,-22,-29,5,11,-25
2954,17,-97,6,-19,-25,8,12,-19
2955,20,-98,5,-22,-31,7,12,-21
2956,17,-99,4,-24,-34,5,11,-29
2957,16,-100,4,-21,-36,7,11,-30
2958,16,-100,6,-22,-33,8,11,-32
2959,19,-100,4,-23,-35,6,9,-36
2960,18,-101,4,-24,-38,6,10,-38
2961,17,-102,3,-23,-40,5,10,-40
2962,19,-101,3,-24,-42,4,9,-44
2963,18,-103,5,-21,-38,10,11,-42
2964,20,-104,5,-21,-31,6,13,-44
2965,19,-111,6,-20,-29,4,14,-47
2966,16,-114,4,-24,-29,7,12,-49
2967,16,-103,5,-21,-25,10,13,-45
2968,18,-101,7,0,-21,1,17,-29
2969,21,-80,8,4,-20,10,0,10
2970,18,-68,7,-18,-29,-3,15,5
2971,16,-65,6,-18,-26,-3,14,7
2972,16,-64,6,-18,-28,-2,14,6
2973,17,-33,8,-16,-24,0,1,11
2974,17,-32,7,-18,-28,10,16,7
2975,16,-38,7,-17,-23,1,16,7
2976,15,-26,7,0,-26,1,17,10
2977,15,-31,7,-18,-28,3,16,8
2978,15,0,8,0,-22,4,0,11
2979,15,2,7,1,-28,2,17,16
2980,15,9,7,-16,-30,1,15,11
2981,15,-1,7,-16,-28,1,14,8
2982,15,-18,8,0,-23,2,15,10
2983,15,6,9,4,-23,2,3,17
2984,15,2,7,2,-25,-1,16,16
2985,14,12,7,1,-26,2,15,14
2986,14,8,6,0,-27,1,15,14
2987,14,-4,7,2,-26,0,14,14
2988,14,-23,7,3,-27,-2,14,16
2989,14,-37,6,0,-27,-3,14,14
2990,15,-49,6,-16,-24,0,14,15
2991,14,-59,6,0,-25,-1,13,15
2992,14,-68,6,-16,-28,4,13,16
2993,14,-73,6,-16,-29,0,13,15
2994,15,-78,6,1,-25,2,13,16
2995,19,-82,6,0,-27,5,13,15
2996,19,-84,6,-16,-26,4,13,-2
2997,20,-90,6,1,-28,-1,13,-3
2998,17,-94,6,-17,-31,4,12,-9
2999,18,-94,6,-16,-30,1,12,-10
3000,16,-94,7,2,-29,2,12,-16
3001,16,-97,6,-16,-31,-1,12,-16
3002,21,-97,6,0,-31,0,12,-18
3003,18,-98,6,0,-25,0,12,-21
3004,18,-98,6,-16,-27,2,12,-16
3005,16,-98,6,-16,-29,0,12,-9
3006,16,-97,6,-17,-30,0,12,-18
3007,15,-98,6,-16,-31,0,12,-23
3008,15,-96,7,0,-30,-1,13,-24
3009,15,-94,9,4,-19,4,17,19
3010,17,-92,8,3,-25,2,17,17
3011,17,-72,9,7,-21,0,1,15
3012,17,-57,7,1,-27,-1,16,9
3013,15,-53,7,1,-24,-2,16,13
3014,0,-53,7,0,-25,-3,15,10
3015,19,-56,7,0,-27,-3,14,12
3016,17,11,9,8,-19,5,2,13
3017,16,11,8,3,-26,-1,16,14
3018,16,3,8,2,-26,-2,16,15
3019,15,-8,7,1,-23,-1,15,12
3020,16,-25,7,0,-27,-4,15,12
3021,15,-39,6,-16,-29,-5,14,12
3022,17,-53,6,0,-30,-2,14,12
3023,19,-64,8,1,-29,-4,14,16
3024,17,-72,8,1,-26,0,15,8
3025,17,-75,7,-16,-26,3,15,-1
3026,17,-77,7,-16,-27,5,14,-7
3027,16,-80,7,-16,-28,2,14,-1
3028,16,6,10,12,-16,6,7,16
3029,16,5,8,4,-22,1,0,6
3030,17,3,8,3,-22,1,17,15
3031,19,17,8,4,-23,-1,16,13
3032,20,13,7,2,-26,0,16,13
3033,18,6,7,0,-28,1,15,8
3034,19,-3,8,1,-28,0,15,8
3035,19,-34,7,0,-26,0,15,4
3036,17,-51,8,0,-24,-1,15,2
3037,18,-59,9,3,-18,2,17,10
3038,19,-67,8,1,-22,2,16,0
3039,19,-73,7,1,-24,-1,16,-2
3040,17,-75,8,0,-22,-2,16,-2
3041,19,-76,7,1,-23,0,16,-6
3042,22,-77,7,0,-24,-2,16,-8
3043,23,-78,7,0,-24,-3,16,-15
3044,22,-95,8,0,-25,-5,16,-21
3045,22,-105,8,0,-24,-2,17,-24
3046,21,-102,9,4,-20,0,1,-1
3047,21,-103,8,2,-22,0,1,-14
3048,24,-105,8,2,-22,-1,1,-20
3049,22,-106,8,2,-23,0,0,-24
3050,24,-108,7,1,-28,-3,17,-29
3051,24,-109,8,2,-29,-2,16,-32
3052,22,-111,8,2,-28,2,16,-36
3053,21,-112,7,2,-28,5,16,-37
3054,21,-113,8,3,-27,-3,15,-42
3055,22,-113,10,4,-20,-3,16,-44
3056,22,-96,10,6,-20,-2,3,-10
3057,21,-94,10,7,-19,-4,3,3
3058,21,-95,9,5,-20,-2,3,-7
3059,20,-96,9,4,-22,3,2,-15
3060,20,-99,8,2,-24,8,1,-24
3061,-9999,-103,8,3,-27,8,1,-29
3062,-9999,-95,11,8,-16,8,2,-4
3063,-9999,-102,10,3,-22,-9,1,-20
3064,-9999,-96,10,8,-16,-2,2,-4
3065,-9999,-92,10,13,-16,-2,7,8
3066,-9999,-92,9,7,-21,-6,4,-9
3067,-9999,-93,9,6,-24,-3,3,-20
3068,-9999,-96,8,5,-27,4,2,-29
3069,-9999,-97,9,6,-22,3,2,-33
3070,-9999,-104,8,7,-26,6,1,-38
3071,-9999,-108,8,6,-30,8,0,-49
3072,-9999,-112,8,4,-32,9,16,-57
3073,-9999,-116,8,4,-32,9,16,-63
3074,-9999,-119,8,8,-27,12,15,-70
3075,-9999,-9999,8,10,-9999,4,15,-72
3076,-9999,-9999,8,6,-9999,-7,13,-75
3077,-9999,-9999,10,6,-9999,-6,16,-82
3078,-9999,-9999,8,-9999,-9999,-9999,14,-9999
